연번,지자체명,세부사업명,예산(백만원)
538,대구,첨단나노소재부품사업화실증기반고도화사업(국가직접지원),505.0
539,대구,ABB테스트베드대구실증지원사업,300.0
540,대구,대구민간투자연계형기술사업화지원,200.0
541,대구,대구국제섬유박람회,564.0
542,대구,대구국제안경전(국가직접지원),520.0
543,대구,글로벌섬유패션공급망역량강화사업(국가직접지원),504.7
544,대구,광역권뷰티산업밸류체인컨버전스지원(국가직접지원),250.0
545,대구,혁신창업생태계구축지원(국가직접지원),2000.0
546,대구,메이커스페이스구축·운영지원사업(국가직접지원),520.0
547,대구,메타버스기반지역중소기업제조공정혁신지원,300.0
548,대구,벤처기업성장및인증지원,13.65
549,대구,벤처기업경영혁신지원,13.65
550,대구,대구콘텐츠비즈니스센터운영,980.0
551,대구,3D융합안경테제조기반구축사업,180.0
552,대구,소규모대기오염방지시설설치지원,3296.8
553,대구,대구국제자동화기기전개최지원,80.0
554,대구,첨단로봇산업육성및글로벌경쟁력강화사업(1단계전환),2000.0
555,대구,안광학제품신뢰성기반활용기업지원사업,128.0
556,대구,ABB산업초기시장진출지원,500.0
557,대구,지역디지털기업성장지원(국가직접지원),495.0
558,대구,ABB여성기업육성지원사업(국가직접지원),100.0
559,대구,창업기업스케일업지원사업,800.0
560,대구,지역주도형청년일자리(보조),1.25
561,대구,두류젊코상권활성화사업지원(균특),572.75
562,대구,동성로상권활성화사업지원(균특),270.0
563,대전,대전형실증테스트베드지원(전환사업),3200.0
564,대전,유망중소기업global-up지원(전환사업),800.0
565,대전,혁신성장기업기술사업화종합지원(전환사업),700.0
566,대전,디자인기업육성(전환사업),650.0
567,대전,기업성장주기별3-UP지원사업(전환사업),1500.0
568,대전,반도체산업육성,2060.087
569,대전,뷰티산업지원육성(전환사업),240.0
570,대전,뿌리산업활성화지원사업(전환사업),2000.0
571,대전,에너지산업전시회참가지원사업,25.0
572,대전,에너지융합산업경쟁력강화지원사업,400.0
573,대전,중소기업혁신성장지원및기술경쟁력강화사업(전환사업),1000.0
574,대전,지식재산권육성사업(국가직접지원),1334.0
575,대전,품질경영혁신지원사업,36.0
576,대전,중소기업육성,478.384
577,대전,국내판로지원,759.0
578,대전,벤처기업육성경쟁력강화사업,50.0
579,대전,소셜벤처특화거리조성,3485.276
580,대전,해외마케팅지원,1080.0
581,대전,수출기반지원,691.871
582,대전,중소기업경영안정자금및창업자금지원,11392.104
583,대전,지역산업마케팅지원(전환사업),1200.0
584,대전,창업기업보육ㆍ성장지원사업(전환사업),450.0
585,대전,창업보육경쟁력강화사업,130.0
586,대전,대전창업성장캠퍼스활성화,1603.741
587,대전,해외비즈니스교류지원,90.0
588,대전,해외사무소운영,1150.0
589,대전,혁신공공기술창업지원사업(전환사업),450.0
590,대전,대전국방벤처센터사업지원,700.0
591,대전,국방산업육성,301.327
592,대전,로봇융합(메카트로닉스)산업육성(전환사업),900.0
593,대전,3D프린팅산업육성,1000.0
594,대전,정보통신산업육성(전환사업),400.0
595,대전,지역소프트웨어산업진흥지원사업(국가직접지원),85.0
596,대전,굴뚝자동측정기기설치운영관리비지원,34.5
597,대전,(예비)사회적기업지원,220.952
598,대전,마을기업육성,48.55
599,대전,사회적경제활성화맞춤형지원,500.0
600,대전,협동조합운영,195.5
601,대전,영세자영업자고용산재보험료지원,80.0
602,대전,영세자영업자인건비지원,1000.0
603,대전,자영업닥터제운영,1500.0
604,대전,경영개선자금지원,42000.0
605,대전,식품위생업소시설개선자금융자,200.0
606,대전,대전형좋은일터만들기,1000.0
607,대전,우수기업청년채용,15.815
608,대전,지방투자촉진보조금,2450.0
609,대전,1인창조기업지원센터운영(국가직접지원),60.0
610,대전,지역주력산업육성(국가직접지원),1875.0
611,대전,소공인특화지원센터운영,44.0
612,대전,FTA통상진흥센터지원(국가직접지원),60.0
613,대전,지식재산권육성사업,391.403
614,대전,지역소기업지원,100.0
615,대전,드론산업생태계조성(전환사업),700.0
616,대전,지역영세콘텐츠기업지원,100.0
617,대전,공공기술연계기업지원,1003.741
618,대전,청년패션전문가(커리어-업)직업역량강화,10.0
619,대전,디자인산업역량강화사업(전환사업),360.0
620,대전,지방이전투자보조금,4004.208
621,대전,미래ICT융합디바이스산업육성사업(전환사업),800.0
622,대전,K-방산생태계활성화및강소기업맞춤형패키지지원사업(전환사업),2000.0
623,대전,이차전지산업선도기업육성(전환사업),1003.507
624,대전,전통시장화재공제지원,67.851
625,대전,원자력기업지원,600.0
626,대전,글로벌선도우주기업육성사업(전환사업),500.0
627,대전,초소형위성개발및검증지원사업(전환사업),1200.0
628,대전,글로벌혁신성장기업육성(전환사업),3000.0
629,대전,인공지능기업지원(전환사업),800.0
630,대전,바이오글로벌창업및비즈니스전주기지원사업(전환사업),400.0
631,대전,고경력인력지원사업,950.0
632,대전,대전일자리페스티벌,263.7
633,대전,노란우산공제정액장려금지원,1500.0
634,대전,소규모사업장방지시설설치지원,96.8
635,대전,소상공인경영개선교육,15.0
636,대전,창업생태계조성및스타트업파크운영(전환사업),2826.0
637,대전,온라인창업지원플랫폼운영,150.0
638,대전,공공기술연계기술고도화지원사업(전환사업),1300.0
639,대전,대전형유급병가지원사업,600.0
640,대전,기업키움센터운영활성화,721.0
641,대전,대전정착형청년일자리종합프로젝트,600.0
642,대전,영세소상공인카드결제통신비지원,1000.0
643,대전,대전형코업청년뉴리더양성사업,1500.0
644,대전,지역산업맞춤형일자리창출지원사업,448.25
645,부산,굴뚝자동측정기기설치·운영관리비지원(보조),40.0
646,부산,4차산업형부산MICE강소기업육성사업(전환사업),450.0
647,부산,위생관리시설개선융자사업,600.0
648,부산,공유경제육성및지원,294.82
649,부산,마을기업육성(보조),110.0
650,부산,마을기업컨설팅등지원(전환),240.0
651,부산,사회적기업지원,52.3
652,부산,서비스산업육성지원,305.62
653,부산,지역주도형청년일자리사업(부산비즈니스서비스기업청년일자리지원사업),75.672
654,부산,핀테크산업육성,900.0
655,부산,소상공인역량강화사업,3190.0
656,부산,전통시장및상점가경영현대화,437.0
657,부산,전통시장및상점가시설현대화(전환),8000.0
658,부산,전통시장및상점가시설현대화,850.0
659,부산,전통시장주차환경개선(주차장개보수및이용보조),66.583
660,부산,수산물가공업HACCP지원,8.0
661,부산,IoT산업활성화,270.0
662,부산,IT엑스포부산개최,200.0
663,부산,가상·증강현실산업육성,571.0
664,부산,지역주도디지털혁신지원,150.0
665,부산,지역디지털품질관리역량강화(국가직접지원),192.0
666,부산,부산영화영상기업운영지원,100.0
667,부산,고용우수기업지원,704.932
668,부산,부산국방벤처센터지원,250.0
669,부산,부산이노비즈센터지원(국가직접지원),50.0
670,부산,창업기업성장단계별지원,3001.4
671,부산,지역주도형청년일자리사업(부산대표중소벤처기업청년일자리+프로젝트),40.744
672,부산,창업보육센터(BI)지원(국가직접지원),745.0
673,부산,드론쇼코리아개최지원(전환),500.0
674,부산,품질분임조경진대회우수분임조교육지원,10.413
675,부산,부산국제섬유패션전시회개최지원(전환),360.0
676,부산,부산국제신발피혁전시회개최지원(전환),360.0
677,부산,부산브랜드신발육성사업(전환),330.0
678,부산,부산패션창작스튜디오운영지원(전환),250.0
679,부산,신발산업해외마케팅지원,140.0
680,부산,전자상거래지원센터지원,41.0
681,부산,중소기업기술혁신사업추진,50.81
682,부산,의료바이오산업육성추진(전환),335.0
683,부산,고령친화산업육성추진(전환),650.0
684,부산,메디컬ICT융합센터지원사업,450.0
685,부산,치의학산업육성지원(전환사업),423.32
686,부산,클린에너지보급추진,145.0
687,부산,마케팅등지역특성화산업육성(전환사업),3697.9
688,부산,무역대응력강화사업,1116.5
689,부산,지역투자촉진,11286.0
690,부산,해양바이오산업육성,86.0
691,부산,대ㆍ중소기업동반성장,32.6
692,부산,부산특구성과창출및확산촉진사업(국가직접지원),570.0
693,부산,이차보전및융자지원,61500.0
694,부산,중소기업공제사업기금이차보전사업지원,180.0
695,부산,소규모사업장방지시설설치지원,500.0
696,부산,클라우드산업육성(국가직접지원),1600.0
697,부산,창조경제혁신센터지원(국가직접지원),1652.9
698,부산,조선기자재수출및A/S거점기지구축·운영(국가직접지원),153.0
699,부산,FTA활용지원(국가직접지원),55.0
700,부산,지역별창업투자지원센터,1100.0
701,부산,지역주도형청년일자리사업(부산청년파란일자리사업),524.843
702,부산,산업단지통근버스운행,2648.0
703,부산,중소기업지원시책홍보,473.86
704,부산,소상공인종합지원센터운영,3713.0
705,부산,항공부품산업기술고도화지원(전환),526.0
706,부산,해외소형선박수주패키지지원사업(국가직접지원),300.0
707,부산,중소기업온라인시장진출지원,340.0
708,부산,에너지신산업추진,309.4
709,부산,취업지원,2940.0
710,부산,도시형소공인활성화,50.0
711,부산,부산신용보증재단지원,3500.0
712,부산,부산신용보증재단특례보증지원,2500.0
713,부산,부산인디커넥트페스티벌지원,600.0
714,부산,부산국제수산EXPO개최,460.225
715,부산,국제수산교류협력,18.988
716,부산,수산물유통활성화지원,30.0
717,부산,클라우드EXPO개최지원(국가직접지원),90.0
718,부산,AIKOREA개최,350.0
719,부산,부산국제기계대전개최지원(국가직접지원),300.0
720,부산,중소기업제조물책임보험료지원,60.0
721,부산,부산관광기업지원센터운영지원,905.0
722,부산,해외로드쇼개최,60.7
723,부산,원자력산업육성지원,354.2
724,부산,혁신조달패키지지원사업,200.0
725,부산,신발피혁연구사업지원,800.0
726,부산,섬유패션산업기술개발지원(전환),45.0
727,부산,중견ㆍ강소기업육성지원(전환),400.0
728,부산,국가기술거래플랫폼사업(국가직접지원),43.0
729,부산,저녹스버너보급사업(보조),128.0
730,부산,여성기업경쟁력강화사업지원,18.36
731,부산,장애인기업경쟁력강화사업지원,19.44
732,부산,부산콘텐츠마켓개최지원,900.7
733,부산,지식재산기반창업촉진사업(국가직접지원),650.0
734,부산,중소기업지식재산창출지원사업(국가직접지원),985.0
735,부산,전통시장및상점가경영현대화(국가직접지원),409.25
736,부산,벤처·창업ESG선도기업지원,200.0
737,부산,창업지원시설운영,190.0
738,부산,아시아창업엑스포개최,1723.0
739,부산,지능정보기술융합기업디자인혁신지원사업,500.0
740,부산,지역상권상생및활성화,200.0
741,부산,지역산업맞춤형자치단체지원사업,1483.76
742,서울,도시제조업지원,1542.1
743,서울,서울주얼리지원센터운영,1352.112
744,서울,양재AI혁신지구육성,15797.378
745,서울,홍릉바이오의료앵커운영,13809.311
746,서울,게임산업육성및e스포츠활성화,3766.849
747,서울,서울핀테크랩운영,8044.491
748,서울,영상산업지원,2994.606
749,서울,중소기업단체협력강화,3115.6
750,서울,서울디자인재단출연금,28746.735
751,서울,마을기업육성,75.0
752,서울,사회적경제지원센터운영,2142.185
753,서울,서울특별시소상공인종합지원,25553.662
754,서울,서울풍물시장활성화,2295.971
755,서울,소상공인고용보험가입지원,667.83
756,서울,전통시장노후전선정비사업,1076.25
757,서울,전통시장상인역량강화및조직활성화지원,122.5
758,서울,전통시장시설현대화지원(전환사업),12122.4
759,서울,전통시장안전취약시설물보수,565.0
760,서울,전통시장주차환경개선(주차장건립),2800.0
761,서울,로컬브랜드상권생태계조성,7727.64
762,서울,전통시장화재알림시설설치사업,322.56
763,서울,서울창업허브성수운영,1249.319
764,서울,생활악취방지및저감지원,614.9
765,서울,사회적경제기업투융자,12006.6
766,서울,시중은행협력자금지원,86200.0
767,서울,중소기업직접융자,200000.0
768,서울,식품위생영업자민간융자지원,1500.0
769,서울,수출보험(보증)료지원,1500.0
770,서울,재활용사업자육성자금융자지원,1028.3
771,서울,공동협력기술개발지원,5739.276
772,서울,서울형R&D지원,41106.204
773,서울,중소기업지식재산권확보지원,2413.004
774,서울,글로벌강소기업육성(국가직접지원),600.0
775,서울,서울형강소기업육성,1010.0
776,서울,서울창조경제혁신센터운영지원(국가직접지원),1436.5
777,서울,관광스타트업육성지원,823.0
778,서울,서울먹거리창업센터운영,1136.596
779,서울,지역연계형청년창업지원,1320.0
780,서울,서울창업센터관악운영,595.282
781,서울,서울창업허브창동운영,3173.647
782,서울,서울창업디딤터운영,830.894
783,서울,서울창업성장센터운영,893.536
784,서울,서울창업허브공덕운영,17233.628
785,서울,청년창업꿈터운영,178.053
786,서울,전통시장판로개척지원,200.0
787,서울,전통시장행사지원,3642.4
788,서울,서울특별시기술교육원운영지원,21327.731
789,서울,소규모대기배출사업장방지시설설치,413.71
790,서울,소상공인전용노란우산공제가입지원,6013.44
791,서울,전통시장화재공제보험가입지원,540.0
792,서울,서울청년밀키트창업지원,153.0
793,서울,시장경영패키지지원,280.0
794,서울,서울창업허브스케일업센터운영,1158.618
795,서울,G밸리유망스타트업육성,257.301
796,서울,서울용산시제품제작소운영,1793.46
797,서울,특성화시장육성,2121.2
798,서울,서울창업허브M+운영,4847.976
799,서울,서울창업센터동작운영,846.718
800,서울,소상공인산재보험료지원,292.0
801,서울,서울패션허브운영,7627.027
802,서울,상권르네상스지원,1301.7
803,세종,지역주도디지털혁신지원,146.0
804,세종,세종창업키움센터관리·운영,158.0
805,세종,소상공인금융지원,5051.777
806,세종,중소기업자금(기금이차보전)지원,1943.886
807,세종,중소기업활성화,148.114
808,세종,지역특성화산업육성(전환사업),285.0
809,세종,창업보육활성화지원,100.0
810,세종,창조경제혁신센터운영,898.01
811,세종,지역단위6차산업활성화지원,244.396
812,세종,지역투자촉진,2305.154
813,세종,지역주도형청년일자리사업,228.501
814,세종,마을기업컨설팅등지원,50.0
815,세종,굴뚝자동측정기기설치·운영관리비지원,6.5
816,세종,지역디지털기업경쟁력강화지원(국가직접지원),489.0
817,세종,지역지식재산창출지원(국가직접지원),420.0
818,세종,지역특화산업육성사업(국가직접지원),2260.0
819,세종,수출기반조성,17.28
820,세종,사회적경제기업이차보전지원,52.65
821,세종,국가혁신융복합단지육성(국가직접지원),1564.0
822,세종,글로벌강소기업육성사업,50.0
823,세종,행복일터인증제,21.6
824,세종,소규모사업장방지시설(자본보조),31.2
825,세종,마을기업중간지원기관운영(전환사업),93.0
826,세종,고용환경개선사업(전환사업),220.0
827,세종,지역특화콘텐츠개발지원(국가직접지원),200.0
828,세종,SW융합클러스터2.0(국가직접지원),1627.0
829,세종,규제자유특구혁신사업육성(국가직접지원),39.0
830,세종,지역산업맞춤형자치단체지원사업,588.0
831,세종,지역ICT이노베이션스퀘어운영사업(국가직접지원),246.0
832,세종,중소기업ESG경영지원,50.0
833,세종,마을기업육성지원,25.0
834,울산,이자차액보전금지원,10653.0
835,울산,위생관리개선융자사업,500.0
836,울산,산학연관협력기술개발,430.0
837,울산,지역지식재산창출지원,1113.7
838,울산,지역특화산업육성사업,5481.19
839,울산,에너지절약및효율화사업,5506.8
840,울산,조선산업육성지원,635.2
841,울산,조선해양기자재글로벌밸류체인기업지원,500.0
842,울산,화학소재산업육성지원,703.0
843,울산,뿌리기업기술첨단화지원,284.5
844,울산,시-화연정밀화학기술협력,500.0
845,울산,청년일자리창출,1459.1
846,울산,수출인프라구축및저변확대,678.8
847,울산,지역산업마케팅지원,1887.0
848,울산,사회적경제기업육성지원,124.4
849,울산,창업지원,3959.648
850,울산,마을기업컨설팅등지원,195.0
851,울산,마을기업육성,32.304
852,울산,중소기업육성시책추진,2416.344
853,울산,소상공인지원,1356.4
854,울산,전통시장육성,621.71
855,울산,전문경력인사기술지원,100.0
856,울산,스마트공장보급확산지원,400.0
857,울산,지역투자촉진,6925.0
858,울산,투자환경개선,874.8
859,울산,공공기관연관산업기업유치등지원사업,260.0
860,울산,굴뚝자동측정기기설치·운영관리비지원,129.0
861,울산,자동차산업육성지원,539.6
862,울산,소규모사업장대기오염방지시설설치지원사업,1258.0
863,울산,산업정책기획및지원,432.344
864,울산,내부거래지출,17000.0
865,울산,과학기술육성,395.7
866,울산,벤처기업육성지원,212.0
867,울산,지역주도디지털혁신지원,146.0
868,울산,메이커스페이스구축운영사업,150.0
869,울산,지역형플러스일자리사업,10229.0
870,울산,지역혁신클러스터육성지원,617.0
871,울산,대·중·소및공공기업연계협력사업,600.0
872,울산,도시디자인진흥,1851.583
873,울산,지역산업맞춤형자치단체지원사업(2단계전환사업),865.416
874,울산,재해없는산업현장지원,103.6
875,울산,인공지능기업육성지원사업,380.0
876,인천,굴뚝자동측정기기설치ㆍ운영관리비지원,33.5
877,인천,소규모영세사업장방지시설설치지원(지원),240.4
878,인천,소규모영세사업장방지시설지원(직접),532.8
879,인천,악취개선사업,21.2
880,인천,악취방지시설개선지원및운영(남동구지역),1025.2
881,인천,중소기업환경개선을위한이자지원,38.0
882,인천,인천형핵심성장콘텐츠제작지원,500.0
883,인천,XR콘텐츠산업육성콘텐츠산업육성,1000.0
884,인천,글로벌스케일업캠퍼스운영,3000.0
885,인천,로봇산업육성,1800.0
886,인천,뷰티도시조성,800.0
887,인천,연구개발(R&D)활성화지원,1000.0
888,인천,바이오클러스터조성지원,730.0
889,인천,미래자동차산업육성지원,2200.0
890,인천,마을기업육성사업(지원),32.5
891,인천,사회적경제생태기반조성,1537.615
892,인천,산업기술기반조성사업,578.0
893,인천,특허및지식재산권활성화,2850.0
894,인천,지역수출특성화사업,355.0
895,인천,수출인프라확충및해외마케팅지원,1680.07
896,인천,스마트공장구축지원,2000.0
897,인천,우수기업육성및지원,88.0
898,인천,중국마케팅전담지원,500.0
899,인천,중소기업경영안정자금지원,31743.1
900,인천,중소기업기술교류,200.0
901,인천,품질경영지원및품질분임조경진대회,62.0
902,인천,중소기업지원및육성,35125.288
903,인천,지역산업마케팅지원(전환-직접)(전환사업),1560.0
904,인천,지역특성화산업육성(중소기업디자인개발지원)(전환-직접)(전환사업),2429.0
905,인천,소상공인전용노란우산공제가입지원,2000.0
906,인천,소상공인경쟁력강화지원(보조),488.965
907,인천,소상공인경영안정지원,28888.525
908,인천,전통시장활성화,1389.12
909,인천,식품진흥기금의효율적운용관리,320.4
910,인천,지역주도형청년일자리지원사업(직접),422.623
911,인천,창업보육지원(국가직접지원),785.0
912,인천,창업보육지원(직접),1885.0
913,인천,창조경제혁신센터운영지원,1880.0
914,인천,청년정책추진및일자리지원,6373.865
915,인천,FTA활용지원(국가직접지원),110.0
916,인천,글로벌강소기업육성사업지원(국가직접지원),640.0
917,인천,지역맞춤형일자리창출사업,700.0
918,인천,악취방지시설개선지원및운영(서북부지역),1020.1
919,인천,산학연지역혁신사업,200.0
920,인천,중소기업제조물배상책임보험지원,100.0
921,인천,중소기업협동조합활성화지원,110.0
922,인천,중소기업관련단체지원,280.0
923,인천,협동조합활성화사업,98.065
924,인천,반도체후공정소부장산업경쟁력강화(국가직접지원),1100.0
925,인천,반도체산업대·중소기업동반생태계조성(국가직접지원),1000.0
926,인천,인천기업조달정보지원사업,200.0
927,인천,반도체후공정소부장기업혁신역량강화,280.0
928,인천,바이오기업해외진출지원,600.0
929,인천,산학연협력기술개발사업,500.0
930,인천,전통시장활성화(지원),1680.119
931,전남,관광진흥기금운영,12000.0
932,전남,중소기업금융지원,20448.62
933,전남,중소기업금융지원(기금),105000.0
934,전남,튜닝부품선도기업맞춤형지원사업(전환사업),960.0
935,전남,기업부설연구소연구개발역량강화사업,68.0
936,전남,지역수요맞춤형연구개발사업(전환사업),3000.0
937,전남,전남형강소기업육성사업(전환사업),1000.0
938,전남,품질경진대회개최및참가지원,33.62
939,전남,뿌리산업선도기업육성4단계(전환사업),4200.0
940,전남,전남농공단지기업맞춤형특화지원사업(전환사업),1000.0
941,전남,조선산업클러스터구축,463.72
942,전남,산학연연계농공단지입주기업연구개발(전환사업),1000.0
943,전남,FTA활용지원및대응(국가직접지원사업),75.0
944,전남,지역SW품질역량센터운영지원(국가직접지원),64.0
945,전남,지식재산(IP)기업육성지원사업(국가직접지원),1382.8
946,전남,청년근속장려금지원,1500.0
947,전남,지역산업마케팅지원(전환사업),2220.0
948,전남,농수산지역산업마케팅지원(전환사업),1270.0
949,전남,프로젝트형수산수출기업육성,120.9
950,전남,글로벌강소기업육성사업(국가직접지원),580.0
951,전남,소상공인및전통시장·상점가디자인개발지원사업(전환사업),600.0
952,전남,전통시장활성화,161.88
953,전남,중소기업판로지원,156.525
954,전남,우수전통시장상품전시판매전개최(국가직접지원),45.0
955,전남,전남형예비마을기업육성,98.8
956,전남,해양수산창업투자지원센터,850.0
957,전남,공예문화산업육성,143.0
958,전남,상품브랜드디자인및마케팅전략개발사업(전환사업),1000.0
959,전남,마을기업경영컨설팅및판로지원(전환사업),684.0
960,전남,사회적경제성장지원,1037.9
961,전남,정부출연연구기관협력사업,40.9
962,전남,전남중소기업연구개발혁신성장플랫폼구축운영,100.0
963,전남,지역SW기업성장지원사업,150.0
964,전남,소상공인보호및경쟁력강화,1420.02
965,전남,전남자영업종합지원센터지원,470.0
966,전남,전라남도중소기업일자리경제진흥원지원,1074.0
967,전남,전통시장및중소유통물류기반조성사업(전통시장시설현대화)(전환사업),5851.0
968,전남,전통시장화재공제가입지원,70.0
969,전남,중소기업융합및인증사업지원,60.0
970,전남,혁신성장을위한스마트공장보급확대,4905.62
971,전남,도내투자기업보조금지원,4449.4
972,전남,지방투자촉진보조금,497.0
973,전남,스타기업육성사업(국가직접지원),730.0
974,전남,에너지신산업연구개발및사업화지원사업,400.0
975,전남,여성소기업육성사업,94.86
976,전남,중소기업육성활성화,42.552
977,전남,대학창업보육센터지원(국가직접지원),151.62
978,전남,순천대초기창업패키지운영지원(국가직접지원),150.0
979,전남,굴뚝자동측정기기설치및유지관리지원,43.5
980,전남,1인창조기업지원센터지원(국가직접지원),50.0
981,전남,창조경제혁신센터예비창업패키지운영지원(국가직접지원),500.0
982,전남,미래형자동차튜닝부품기술개발사업(국가직접지원),300.0
983,전남,천일염수출활성화지원,60.0
984,전남,해외온라인쇼핑몰운영(전환사업),1410.0
985,전남,바우처지원사업(국가직접지원),498.0
986,전남,수산물해외시장개척지원,50.0
987,전남,수산물유통네트워크판매망구축,30.0
988,전남,수출용수산가공식품포장재지원,64.8
989,전남,웰에이징대응천연물신약개발지원사업,51.8
990,전남,e-모빌리티해외수출지원,100.0
991,전남,친환경농자재박람회참가지원,10.0
992,전남,전남신용보증재단보증지원,3300.0
993,전남,"지역주력산업육성(에너지신산업,국가직접지원)",859.0
994,전남,ICT융복합지역개발기업지원사업,600.0
995,전남,통상애로해소및수출경쟁력강화,1577.96
996,전남,전남농수산식품세계일류상품화지원,300.0
997,전남,테크노파크입주기업지원사업(국가직접지원),150.0
998,전남,유기가공식품인프라구축,27.0
999,전남,사회적경제가치저변확대,168.5
1000,전남,농수특산물도지사품질인증제추진,153.1
1001,전남,가공시설현대화,922.0
1002,전남,벼건조저장시설지원,976.3
1003,전남,마을기업육성,167.17
1004,전남,소규모사업장대기오염방지시설설치,624.0
1005,전남,사회적기업육성지원,832.2
1006,전남,전남형지역연계청년창업지원(지방소멸대응기금),1230.0
1007,전남,전통장류명품화추진,109.7
1008,전남,광양벤처밸리육성지원,200.0
1009,전남,상권활성화(구상권르네상스)사업,2957.0
1010,전북,소상공인지원자금이차보전,13284.0
1011,전북,성공창업지원,590.0
1012,전북,혁신성장R&D+사업(1차)(전환사업),4800.0
1013,전북,기업부설연구소활성화지원,90.0
1014,전북,중소기업기술융합활성화사업(1차)(전환사업),400.0
1015,전북,R&D기술사업화지원사업(1차)(전환사업),1800.0
1016,전북,탄소복합재공정장비활용중소기업사업화지원(1차)(전환사업),400.0
1017,전북,특장차산업활성화및산업생태계모델구축(1차)(전환사업),750.0
1018,전북,융복합SW강소기업육성(1차)(전환사업),600.0
1019,전북,벤처기업육성사업지원,210.0
1020,전북,전북시제품제작지원사업,200.0
1021,전북,청년일자리창출,1799.032
1022,전북,일자리창출사업,817.48
1023,전북,지역산업마케팅지원(1차)(전환사업),2900.0
1024,전북,수출새싹기업지원사업(국가직접),93.0
1025,전북,전북특별자치도해외통상거점센터운영,560.0
1026,전북,탄소응용제품공공구매마케팅지원(1차)(전환사업),650.0
1027,전북,중소기업제품판로개척,672.0
1028,전북,중소기업제품공공구매확대,40.0
1029,전북,창업지원기반조성,322.0
1030,전북,창업보육센터활성화지원(국가직접),300.0
1031,전북,전북특별자치도선도기업육성사업(1차)(전환사업),4700.0
1032,전북,전북특별자치도도약기업육성사업,1700.0
1033,전북,"글로벌강소기업육성사업1,000+프로젝트-강소(국가직접)",600.0
1034,전북,전북특별자치도돋움기업육성사업,2700.0
1035,전북,뿌리기업그린환경시스템구축지원사업,210.0
1036,전북,소상공인창업경영개선,2124.0
1037,전북,영세소상공인지원,2592.0
1038,전북,전통공예산업육성,105.2
1039,전북,지식재산창출지원사업(국가직접지원),1010.0
1040,전북,기술개발제품인증취득지원,64.0
1041,전북,농기계·부품기술고도화지원사업,300.0
1042,전북,중소기업공제사업기금대출사업이차보전,100.0
1043,전북,소상공인지원특례보증,2700.0
1044,전북,식품위생업소시설개선융자사업,500.0
1045,전북,전북특화방위산업육성지원,1000.0
1046,전북,전북특별자치도디자인산업육성,207.0
1047,전북,농수산식품수출바이어초청상담,40.0
1048,전북,농수산식품해외시장개척지원,685.0
1049,전북,마을기업지원,419.194
1050,전북,사회적경제판로지원,411.4
1051,전북,사회적경제기업지원,466.0
1052,전북,사회적경제지원,1630.0
1053,전북,중소기업디자인개발지원사업(1차)(전환사업),1900.0
1054,전북,전통시장화재공제가입지원,50.0
1055,전북,지역주도형청년일자리,911.707
1056,전북,조선기자재친환경·스마트기술지원사업(1차)(전환사업),400.0
1057,전북,금융혁신벤처창업지원사업,300.0
1058,전북,연구개발장비공동활용지원,150.0
1059,전북,굴뚝원격감시체계구축및운영,51.0
1060,전북,예비창업패키지지원(국가직접),200.0
1061,전북,창업도약패키지지원(국가직접),250.0
1062,전북,스마트공장보급·확산사업(국가직접지원),2380.0
1063,전북,소기업혁신역량강화지원사업(1차)(전환사업),2400.0
1064,전북,지역특성화산업전문인력양성(1차)(전환사업),2550.0
1065,전북,지역맞춤형일자리창출사업,1150.25
1066,전북,전북특별자치도수출통합지원센터운영,650.0
1067,전북,중소기업맞춤형입찰정보서비스지원,40.0
1068,전북,수질자동측정기기설치및운영지원,20.852
1069,전북,AI빅데이터전문인력양성사업,180.0
1070,전북,농공단지입주기업경영활성화지원,400.0
1071,전북,중소기업환경개선사업(2차)(전환사업),538.097
1072,전북,창창한창업스쿨운영,115.0
1073,전북,기후테크창업기업성장지원,540.0
1074,전북,스타트업전북챌린지사업,200.0
1075,전북,미래차부품전환지원사업,400.0
1076,전북,탄소소재활용방산관련기업기술사업화지원(전환사업),480.0
1077,전북,바이오지역산업역량강화지원사업,1200.0
1078,전북,전북형스마트제조혁신프로젝트,5600.0
1079,전북,전북형기술혁신기업(이노비스기업)육성지원사업,150.0
1080,전북,체감형홀로그램기술사업화지원,206.4
1081,전북,중소기업역량강화지원,185.0
1082,전북,중소기업육성자금지원,18270.0
1083,전북,맞춤형기술인력교육지원사업,511.0
1084,전북,여성취업확대지원(직접),143.12
1085,전북,식품기업창업프로그램운영지원(1차)(전환사업),400.0
1086,전북,기능우수인력양성,717.927
1087,전북,전통시장장엔정장보기도우미지원,618.192
1088,전북,중소기업환경개선사업,733.0
1089,전북,여성취업확대지원(지원),100.98
1090,전북,전북특별자치도우수·유망중소기업선정지원,222.0
1091,전북,여성기업활성화지원,34.0
1092,전북,장애인기업경영혁신프로그램운영,10.0
1093,전북,전북특별자치도투자보조금지원,42180.22
1094,전북,벼건조저장시설지원사업,184.0
1095,전북,RPC집진시설개보수지원,231.0
1096,전북,해양수산창업투자지원센터운영,700.0
1097,전북,소규모영세사업장방지시설지원,119.0
1098,전북,중장년기술창업활성화(국가직접),40.0
1099,전북,전북형창업패키지지원,400.0
1100,전북,지역맞춤형일자리창출자치단체지원(2차)(전환사업),2018.3
1101,전북,데이터기반서비스·기술기업창업지원,300.0
1102,전북,전북특별자치도유망스타트업스케일업100,180.0
1103,전북,스포츠산업예비·초기창업지원(국가직접),20.0
